18636,5,0,0
18698,5,5,6
18760,5,5,6
18822,5,3,3
18884,5,2,3
18946,5,2,3
19008,5,2,3
19070,5,2,3
19132,5,3,2
19194,5,2,2
19256,5,2,2
19318,5,2,3
19380,5,2,3
19442,5,2,2
19504,5,2,3
19566,5,2,3
19628,5,2,2
19690,5,2,2
19752,5,2,2
19814,5,2,2
19876,5,2,2
19938,5,2,2
20000,5,2,2
20062,5,1,2
20124,5,2,2
20186,5,2,2
20248,5,2,3
20310,5,2,3
20372,5,3,2
20434,5,2,2
20496,5,2,2
20558,5,2,1
20620,5,2,1
20682,5,3,2
20744,5,2,1
20806,5,2,1
20868,5,2,1
20930,5,2,1
20992,5,2,2
21054,5,2,1
21116,5,2,1
21178,5,2,1
21240,5,2,1
21302,5,2,2
21364,5,2,2
21426,5,2,2
21488,5,3,1
21550,5,3,1
21612,5,2,2
21674,5,2,2
21736,5,2,2
21798,5,2,1
21860,5,2,1
21922,5,2,2
21984,5,2,2
23052,6,1,1
23114,6,1,1
23176,6,3,2
23238,6,3,3
23300,6,3,3
23362,6,3,2
23424,6,3,2
23486,6,3,3
23548,6,3,4
23610,6,3,4
23672,6,3,3
23734,6,3,3
23796,6,2,3
23858,6,3,3
23920,6,3,3
23982,6,3,3
24044,6,3,3
24106,6,3,3
24168,6,3,4
24230,6,3,4
24292,6,3,3
24354,6,3,3
24416,6,3,3
24478,6,3,3
24540,6,3,3
24602,6,3,3
24664,6,3,3
24726,6,3,4
24788,6,3,4
24850,6,3,4
24912,6,3,3
24974,6,3,3
25036,6,3,4
25098,6,3,4
25160,6,3,3
25222,6,3,3
25284,6,3,3
25346,6,4,3
25408,6,4,3
25470,6,3,2
25532,6,3,3
25594,6,3,3
25656,6,3,2
25718,6,3,2
25780,6,3,3
25842,6,3,3
25904,6,3,3
25966,6,2,2
26028,6,2,2
26090,6,3,3
26152,6,3,2
26214,6,3,2
26276,6,3,2
26338,6,3,2
26400,6,3,3
27468,7,3,2
27530,7,2,3
27592,7,4,4
27654,7,4,4
27716,7,4,4
27778,7,4,4
27840,7,4,4
27902,7,4,4
27964,7,4,4
28026,7,3,4
28088,7,3,4
28150,7,4,4
28212,7,4,4
28274,7,4,4
28336,7,5,4
28398,7,5,4
28460,7,4,4
28522,7,4,4
28584,7,4,5
28646,7,4,4
28708,7,4,4
28770,7,4,3
28832,7,4,3
28894,7,4,4
28956,7,4,3
29018,7,4,3
29080,7,3,4
29142,7,3,4
29204,7,4,4
29266,7,4,5
29328,7,4,5
29390,7,3,4
29452,7,3,4
29514,7,5,3
29576,7,3,4
29638,7,3,4
29700,7,5,4
29762,7,5,4
29824,7,4,4
29886,7,4,4
29948,7,4,4
30010,7,3,3
30072,7,3,3
30134,7,4,4
30196,7,3,4
30258,7,3,4
30320,7,4,4
30382,7,4,4
30444,7,4,4
30506,7,4,4
30568,7,4,4
30630,7,4,4
30692,7,4,4
30754,7,4,4
31822,8,3,4
31884,8,4,4
31946,8,4,4
32008,8,4,4
32070,8,5,4
32132,8,5,4
32194,8,5,4
32256,8,5,4
32318,8,4,5
32380,8,5,6
32442,8,5,6
32504,8,5,4
32566,8,5,4
32628,8,4,5
32690,8,4,5
32752,8,4,5
32814,8,5,5
32876,8,5,5
32938,8,5,5
33000,8,4,6
33062,8,4,6
33124,8,5,5
33186,8,5,5
33248,8,5,5
33310,8,4,5
33372,8,4,5
33434,8,5,5
33496,8,5,5
33558,8,5,5
33620,8,5,4
33682,8,5,4
33744,8,5,5
33806,8,5,5
33868,8,4,4
33930,8,5,4
33992,8,5,4
34054,8,5,5
34116,8,5,5
34178,8,4,5
34240,8,5,4
34302,8,5,4
34364,8,5,5
34426,8,5,5
34488,8,4,4
34550,8,4,4
34612,8,4,4
34674,8,5,5
34736,8,5,5
34798,8,5,5
34860,8,5,4
34922,8,5,4
34984,8,4,5
35046,8,4,5
35108,8,5,5
35170,8,4,5
36238,9,4,5
36300,9,5,4
36362,9,4,5
36424,9,6,5
36486,9,6,5
36548,9,6,5
36610,9,6,5
36672,9,5,5
36734,9,5,6
36796,9,5,6
36858,9,6,5
36920,9,6,5
36982,9,5,6
37044,9,5,6
37106,9,5,6
37168,9,6,5
37230,9,6,5
37292,9,6,6
37354,9,5,6
37416,9,5,6
37478,9,6,6
37540,9,6,6
37602,9,5,6
37664,9,6,6
37726,9,6,6
37788,9,6,6
37850,9,6,6
37912,9,5,5
37974,9,6,6
38036,9,6,6
38098,9,6,6
38160,9,6,6
38222,9,5,5
38284,9,6,5
38346,9,6,5
38408,9,5,6
38470,9,5,6
38532,9,5,5
38594,9,6,6
38656,9,6,6
38718,9,5,5
38780,9,5,5
38842,9,6,6
38904,9,5,5
38966,9,5,5
39028,9,6,7
39090,9,6,7
39152,9,5,5
39214,9,5,5
39276,9,6,6
39338,9,5,6
39400,9,5,6
39462,9,6,6
39524,9,6,6
40592,10,6,6
40655,10,5,6
40718,10,6,6
40781,10,6,6
40844,10,6,6
40907,10,6,7
40970,10,6,7
41033,10,7,7
41096,10,6,7
41159,10,6,7
41222,10,7,7
41285,10,7,7
41348,10,6,7
41411,10,7,6
41474,10,7,6
41537,10,6,6
41600,10,6,6
41663,10,7,6
41726,10,6,7
41789,10,6,7
41852,10,7,6
41915,10,6,6
41978,10,6,6
42041,10,6,6
42104,10,6,6
42167,10,6,7
42230,10,7,6
42293,10,7,6
42356,10,6,7
42419,10,6,7
42482,10,7,7
42545,10,6,7
42608,10,6,7
42671,10,6,7
42734,10,6,7
42797,10,7,7
42860,10,6,7
42923,10,6,7
42986,10,7,7
43049,10,7,7
43112,10,6,6
43175,10,7,7
43238,10,7,7
43301,10,6,6
43364,10,6,6
43427,10,7,6
43490,10,6,6
43553,10,6,6
43616,10,6,6
43679,10,7,7
43742,10,7,7
43805,10,6,6
43868,10,6,6
43931,10,6,7
45000,11,7,6
45063,11,6,6
45126,11,6,6
45189,11,7,7
45252,11,7,7
45315,11,7,7
45378,11,8,8
45441,11,8,8
45504,11,7,7
45567,11,7,8
45630,11,7,8
45693,11,7,8
45756,11,8,8
45819,11,8,8
45882,11,7,7
45945,11,7,7
46008,11,7,8
46071,11,8,7
46134,11,8,7
46197,11,7,8
46260,11,7,8
46323,11,8,7
46386,11,7,7
46449,11,7,7
46512,11,7,8
46575,11,7,8
46638,11,7,7
46701,11,7,7
46764,11,7,7
46827,11,8,8
46890,11,8,8
46953,11,7,8
47016,11,7,8
47079,11,7,8
47142,11,7,8
47205,11,7,8
47268,11,7,7
47331,11,8,8
47394,11,8,8
47457,11,7,7
47520,11,8,7
47583,11,8,7
47646,11,7,7
47709,11,7,7
47772,11,7,7
47835,11,8,9
47898,11,8,9
47961,11,7,7
48024,11,7,7
48087,11,7,7
48150,11,7,8
48213,11,7,8
48276,11,7,8
49345,12,7,8
49408,12,8,7
49471,12,8,7
49534,12,8,8
49597,12,8,9
49660,12,8,9
49723,12,9,8
49786,12,9,8
49849,12,8,9
49912,12,8,9
49975,12,8,9
50038,12,8,9
50101,12,8,9
50164,12,8,8
50227,12,9,9
50290,12,9,9
50353,12,8,8
50416,12,8,8
50479,12,8,8
50542,12,9,8
50605,12,9,8
50668,12,7,8
50731,12,7,8
50794,12,9,9
50857,12,8,8
50920,12,8,8
50983,12,8,9
51046,12,8,9
51109,12,8,9
51172,12,8,8
51235,12,8,8
51298,12,8,9
51361,12,8,8
51424,12,8,8
51487,12,8,8
51550,12,8,8
51613,12,9,9
51676,12,8,8
51739,12,8,8
51802,12,8,8
51865,12,8,8
51928,12,8,9
51991,12,9,8
52054,12,9,8
52117,12,8,9
52180,12,8,9
52243,12,8,9
52306,12,8,8
52369,12,8,8
52432,12,8,9
52495,12,8,9
52558,12,8,8
52621,12,8,8
52684,12,8,8
53753,13,8,9
53816,13,9,8
53879,13,8,9
53942,13,8,9
54005,13,9,9
54068,13,9,9
54131,13,9,9
54194,13,10,9
54258,13,10,9
54322,13,9,9
54385,13,9,9
54448,13,9,9
54511,13,8,10
54575,13,8,10
54639,13,9,9
54702,13,9,10
54766,13,9,10
54830,13,9,10
54894,13,9,9
54957,13,9,9
55020,13,9,10
55084,13,9,10
55148,13,9,9
55211,13,10,9
55275,13,10,9
55339,13,9,9
55402,13,9,9
55465,13,9,9
55528,13,9,9
55591,13,9,9
55654,13,9,10
55718,13,8,9
55781,13,8,9
55844,13,10,10
55909,13,10,10
55974,13,8,9
56037,13,10,10
56102,13,10,10
56167,13,9,9
56230,13,9,9
56293,13,9,9
56356,13,9,9
56419,13,9,9
56482,13,9,10
56546,13,9,10
56610,13,9,9
56673,13,9,9
56736,13,9,9
56799,13,9,10
56863,13,9,9
56926,13,9,9
56989,13,9,10
57053,13,9,10
57117,13,9,9
58186,14,9,9
58249,14,9,9
58312,14,9,9
58375,14,9,10
58439,14,10,10
58504,14,10,10
58569,14,10,9
58633,14,10,10
58698,14,10,10
58763,14,10,11
58828,14,10,11
58893,14,10,10
58958,14,10,11
59023,14,10,11
59088,14,10,10
59153,14,9,11
59217,14,9,11
59281,14,10,11
59346,14,10,11
59411,14,10,10
59476,14,10,10
59541,14,10,10
59606,14,10,9
59670,14,10,10
59735,14,10,10
59800,14,10,10
59865,14,10,10
59930,14,10,11
59995,14,10,10
60060,14,10,10
60125,14,10,11
60190,14,9,11
60254,14,9,11
60318,14,10,10
60383,14,10,10
60448,14,10,10
60513,14,10,10
60578,14,10,10
60643,14,10,10
60708,14,10,10
60773,14,10,10
60838,14,10,11
60903,14,10,11
60968,14,10,10
61033,14,10,11
61098,14,10,11
61163,14,10,10
61228,14,9,10
61292,14,9,10
61356,14,10,10
61421,14,10,10
61486,14,10,10
62557,15,10,10
62622,15,10,10
62687,15,10,10
62752,15,10,10
62817,15,11,11
62882,15,11,12
62947,15,11,12
63012,15,11,11
63077,15,11,11
63142,15,10,12
63207,15,11,12
63272,15,11,12
63337,15,10,11
63402,15,11,11
63467,15,11,11
63532,15,11,10
63597,15,11,10
63662,15,11,11
63727,15,11,11
63792,15,11,11
63857,15,11,11
63922,15,10,12
63987,15,10,12
64052,15,11,12
64117,15,11,12
64182,15,11,11
64247,15,10,11
64312,15,10,11
64377,15,11,12
64442,15,11,10
64507,15,11,10
64572,15,11,11
64637,15,11,11
64702,15,10,11
64767,15,11,12
64832,15,11,12
64897,15,11,11
64962,15,11,11
65027,15,11,11
65092,15,10,12
65157,15,10,12
65222,15,11,11
65287,15,11,11
65352,15,11,11
65417,15,11,11
65482,15,10,11
65547,15,10,11
65612,15,11,11
65677,15,11,11
65742,15,11,11
65807,15,11,12
65872,15,11,12
66943,16,11,12
67008,16,11,11
67073,16,11,12
67138,16,11,11
67203,16,11,11
67268,16,12,12
67333,16,12,12
67398,16,12,12
67463,16,11,12
67528,16,11,12
67593,16,12,12
67658,16,12,13
67723,16,12,13
67788,16,12,12
67853,16,12,12
67918,16,11,13
67983,16,12,12
68048,16,12,12
68113,16,11,11
68178,16,12,12
68243,16,12,12
68308,16,11,12
68373,16,11,12
68438,16,12,13
68503,16,12,12
68568,16,12,12
68633,16,12,12
68698,16,11,12
68763,16,11,12
68828,16,12,12
68893,16,12,12
68958,16,11,12
69023,16,12,12
69088,16,12,12
69153,16,11,12
69218,16,12,13
69283,16,12,13
69348,16,12,12
69413,16,12,12
69478,16,11,12
69543,16,12,12
69608,16,12,12
69673,16,11,12
69738,16,12,12
69803,16,12,12
69868,16,12,12
69933,16,12,12
69998,16,11,12
70063,16,12,12
70128,16,12,12
70193,16,11,13
70258,16,12,12
71329,17,12,12
71394,17,12,12
71459,17,12,12
71524,17,12,12
71589,17,12,12
71654,17,13,13
71719,17,12,13
71784,17,12,13
71849,17,13,13
71914,17,12,13
71979,17,12,13
72044,17,13,14
72109,17,13,14
72174,17,12,13
72239,17,13,13
72304,17,13,13
72369,17,12,12
72434,17,13,14
72499,17,13,14
72564,17,12,13
72629,17,12,13
72694,17,12,13
72759,17,13,13
72824,17,13,13
72889,17,13,13
72954,17,12,13
73019,17,12,13
73084,17,13,13
73149,17,13,13
73214,17,12,13
73279,17,12,13
73344,17,12,13
73409,17,13,13
73474,17,12,13
73539,17,12,13
73604,17,13,14
73669,17,13,14
73734,17,12,13
73799,17,13,13
73864,17,13,13
73929,17,12,12
73994,17,13,13
74059,17,13,13
74124,17,12,13
74189,17,12,13
74254,17,13,13
74319,17,12,14
74384,17,12,14
74449,17,13,13
74514,17,12,13
74579,17,12,13
75650,18,13,13
75715,18,12,13
75780,18,13,14
75845,18,13,14
75910,18,14,14
75975,18,13,14
76040,18,13,14
76105,18,13,14
76170,18,14,13
76235,18,14,13
76300,18,13,14
76365,18,13,14
76430,18,13,14
76495,18,14,14
76560,18,14,14
76625,18,13,15
76690,18,13,14
76755,18,13,14
76820,18,13,14
76885,18,13,14
76950,18,14,13
77015,18,13,14
77080,18,13,14
77145,18,14,13
77210,18,13,15
77275,18,13,15
77340,18,13,14
77405,18,13,14
77470,18,14,15
77535,18,13,13
77600,18,13,13
77665,18,13,14
77730,18,14,14
77795,18,14,14
77860,18,13,13
77925,18,13,13
77990,18,13,14
78055,18,14,15
78120,18,14,15
78185,18,13,14
78250,18,13,14
78315,18,13,14
78380,18,14,14
78445,18,14,14
78510,18,13,14
78575,18,14,13
78640,18,14,13
78705,18,13,14
78770,18,13,14
78835,18,13,14
78900,18,13,15
78965,18,13,15
80036,19,14,14
80101,19,13,14
80166,19,14,14
80231,19,14,15
80296,19,14,15
80361,19,14,15
80426,19,14,15
80491,19,14,15
80556,19,14,16
80621,19,14,16
80686,19,15,14
80751,19,14,15
80816,19,14,15
80881,19,14,15
80946,19,14,15
81011,19,14,15
81076,19,15,15
81141,19,15,15
81206,19,14,15
81271,19,14,15
81336,19,14,15
81401,19,14,14
81466,19,15,15
81531,19,15,15
81596,19,14,15
81661,19,14,15
81726,19,14,15
81791,19,14,15
81856,19,14,15
81921,19,14,15
81986,19,15,15
82051,19,15,15
82116,19,14,15
82181,19,14,15
82246,19,14,15
82311,19,14,15
82376,19,14,15
82441,19,15,15
82506,19,14,15
82571,19,14,15
82636,19,14,15
82701,19,14,15
82766,19,14,14
82831,19,14,15
82896,19,14,15
82961,19,14,15
83026,19,15,15
83091,19,15,15
83156,19,14,15
83221,19,14,15
83286,19,14,15
83351,19,14,15
84422,20,14,15
84487,20,14,16
84552,20,14,16
84617,20,15,15
84682,20,15,16
84747,20,15,16
84812,20,15,16
84877,20,15,16
84942,20,15,15
85007,20,15,16
85072,20,15,16
85137,20,15,16
85202,20,15,16
85267,20,15,16
85332,20,15,16
85397,20,15,16
85462,20,15,16
85527,20,15,15
85592,20,15,15
85657,20,15,16
85722,20,15,16
85787,20,15,16
85852,20,16,16
85917,20,16,16
85982,20,15,16
86047,20,15,16
86112,20,15,16
86177,20,15,15
86242,20,15,16
86307,20,15,16
86372,20,15,16
86437,20,15,16
86502,20,15,16
86567,20,15,16
86632,20,15,16
86697,20,15,16
86762,20,15,15
86827,20,15,15
86892,20,15,16
86957,20,15,16
87022,20,15,15
87087,20,15,16
87152,20,15,16
87217,20,16,17
87282,20,15,15
87347,20,15,15
87412,20,15,16
87477,20,15,16
87542,20,15,16
87607,20,15,16
87672,20,15,16
87737,20,15,16
88808,21,15,16
88873,21,16,15
88938,21,15,16
89003,21,15,16
89068,21,16,17
89133,21,16,17
89198,21,16,18
89263,21,16,16
