8476,30,0,0
8489,30,0,0
8503,30,0,0
8517,30,0,0
8530,30,0,0
8544,30,0,0
8558,30,0,0
8572,30,12,11
8588,30,12,11
8604,30,12,11
8620,30,12,11
8636,30,12,11
8652,30,12,11
8668,30,12,11
8684,30,22,22
8700,30,22,22
8716,30,22,22
8732,30,22,22
8748,30,22,22
8764,30,22,22
8779,30,23,24
8795,30,23,24
8811,30,23,24
8827,30,23,24
8843,30,23,24
8859,30,23,24
8875,30,23,24
8891,30,24,25
8907,30,24,25
8923,30,24,25
8939,30,24,25
8955,30,24,25
8971,30,24,25
8987,30,23,25
9003,30,23,25
9019,30,23,25
9035,30,23,25
9051,30,23,25
9067,30,23,25
9083,30,23,25
9099,30,24,25
9115,30,24,25
9131,30,24,25
9147,30,24,25
9163,30,24,25
9179,30,24,25
9195,30,23,25
9210,30,23,25
9226,30,23,25
9242,30,23,25
9258,30,23,25
9274,30,23,25
9290,30,23,25
9306,30,24,25
9322,30,24,25
9338,30,24,25
9354,30,24,25
9370,30,24,25
9386,30,24,25
9402,30,23,25
9418,30,23,25
9434,30,23,25
9450,30,23,25
9466,30,23,25
9482,30,23,25
9498,30,23,25
9514,30,24,25
9530,30,24,25
9546,30,24,25
9562,30,24,25
9578,30,24,25
9594,30,24,25
9610,30,24,24
9626,30,24,24
9641,30,24,24
9657,30,24,24
9673,30,24,24
9689,30,24,24
9705,30,24,24
9721,30,24,25
9737,30,24,25
9753,30,24,25
9769,30,24,25
9785,30,24,25
9801,30,24,25
9817,30,23,25
9833,30,23,25
9849,30,23,25
9865,30,23,25
9881,30,23,25
9897,30,23,25
9913,30,23,25
9929,30,24,25
9945,30,24,25
9961,30,24,25
9977,30,24,25
9993,30,24,25
10009,30,24,25
10026,30,23,25
10043,30,23,25
10060,30,23,25
10077,30,23,25
10094,30,23,25
10111,30,23,25
10128,30,24,24
10145,30,24,24
10162,30,24,24
10179,30,24,24
10196,30,24,24
10213,30,24,24
10230,30,24,25
10247,30,24,25
10264,30,24,25
10281,30,24,25
10298,30,24,25
10315,30,24,25
10332,30,24,25
10349,30,23,26
10366,30,23,26
10383,30,23,26
10400,30,23,26
10417,30,23,26
10434,30,23,26
10451,30,24,24
10468,30,24,24
10485,30,24,24
10503,30,24,24
10520,30,24,24
10537,30,24,24
10554,30,23,25
10571,30,23,25
10588,30,23,25
10605,30,23,25
10622,30,23,25
10639,30,23,25
10656,30,24,25
10673,30,24,25
10690,30,24,25
10707,30,24,25
10724,30,24,25
10741,30,24,25
10758,30,24,25
10775,30,24,25
10792,30,24,25
10809,30,24,25
10826,30,24,25
10843,30,24,25
10860,30,24,25
10877,30,24,25
10894,30,24,25
10911,30,24,25
10928,30,24,25
10945,30,24,25
10962,30,23,25
10979,30,23,25
10996,30,23,25
11013,30,23,25
11030,30,23,25
11047,30,23,25
11064,30,24,25
11081,30,24,25
11098,30,24,25
11116,30,24,25
11133,30,24,25
11150,30,24,25
11167,30,23,25
11184,30,23,25
11201,30,23,25
11218,30,23,25
11235,30,23,25
11252,30,23,25
11269,30,24,25
11286,30,24,25
11303,30,24,25
11320,30,24,25
11337,30,24,25
11354,30,24,25
11371,30,23,24
11388,30,23,24
11405,30,23,24
11422,30,23,24
11439,30,23,24
11456,30,23,24
11473,30,23,24
11490,30,24,25
11507,30,24,25
11524,30,24,25
11541,30,24,25
11558,30,24,25
11575,30,24,25
11592,30,24,25
11609,30,24,25
11626,30,24,25
11643,30,24,25
11660,30,24,25
11677,30,24,25
11695,30,23,25
11712,30,23,25
11729,30,23,25
11746,30,23,25
11763,30,23,25
11780,30,23,25
11797,30,24,24
11814,30,24,24
11831,30,24,24
11848,30,24,24
11865,30,24,24
11882,30,24,24
11899,30,24,25
11916,30,24,25
11933,30,24,25
11950,30,24,25
11967,30,24,25
11984,30,24,25
12001,30,23,26
12018,30,23,26
12035,30,23,26
12052,30,23,26
12069,30,23,26
12086,30,23,26
12103,30,24,24
12120,30,24,24
12137,30,24,24
12154,30,24,24
12171,30,24,24
12188,30,24,24
